From,To,Length(m),Azimuth(deg),Clino(deg)
8.7@mousehouse3.Mountaineye,-,2.50,67.66,2.83
8.7@mousehouse3.Mountaineye,-,3.07,113.33,75.83
8.7@mousehouse3.Mountaineye,-,0.83,32.44,-84.87
8.7@mousehouse3.Mountaineye,-,3.42,132.88,7.89
8.7@mousehouse3.Mountaineye,-,4.09,174.99,4.64
8.7@mousehouse3.Mountaineye,8.8@mousehouse3.Mountaineye,6.48,155.18,4.19
8.8@mousehouse3.Mountaineye,-,0.74,190.30,83.96
8.8@mousehouse3.Mountaineye,-,2.90,211.09,67.09
8.8@mousehouse3.Mountaineye,-,1.71,227.66,0.33
8.8@mousehouse3.Mountaineye,-,1.46,96.68,-84.22
8.8@mousehouse3.Mountaineye,-,0.43,49.91,-1.22
8.8@mousehouse3.Mountaineye,-,2.83,347.80,3.43
8.8@mousehouse3.Mountaineye,-,4.51,321.86,-0.02
8.8@mousehouse3.Mountaineye,-,4.36,154.52,-27.15
8.8@mousehouse3.Mountaineye,8.9@mousehouse3.Mountaineye,9.09,147.49,9.95
8.9@mousehouse3.Mountaineye,-,1.20,71.98,15.91
8.9@mousehouse3.Mountaineye,-,0.93,293.90,6.94
8.9@mousehouse3.Mountaineye,-,1.24,313.46,76.21
8.9@mousehouse3.Mountaineye,-,0.98,239.18,-78.22
8.9@mousehouse3.Mountaineye,-,2.83,341.10,-3.54
8.9@mousehouse3.Mountaineye,-,3.45,319.15,-7.81
8.9@mousehouse3.Mountaineye,-,11.92,324.70,-6.33
8.9@mousehouse3.Mountaineye,-,2.88,175.30,8.54
8.9@mousehouse3.Mountaineye,8.10@mousehouse3.Mountaineye,6.16,211.77,1.43
8.10@mousehouse3.Mountaineye,-,1.66,95.43,-19.03
8.10@mousehouse3.Mountaineye,-,1.07,144.73,61.08
8.10@mousehouse3.Mountaineye,-,0.42,259.83,15.54
8.10@mousehouse3.Mountaineye,-,2.75,57.69,5.55
8.10@mousehouse3.Mountaineye,-,2.75,21.60,8.04
8.10@mousehouse3.Mountaineye,-,5.27,138.61,1.65
8.10@mousehouse3.Mountaineye,-,4.28,160.54,5.78
8.10@mousehouse3.Mountaineye,8.11@mousehouse3.Mountaineye,13.37,148.87,-0.30
8.11@mousehouse3.Mountaineye,-,3.38,311.42,3.28
8.11@mousehouse3.Mountaineye,-,4.00,338.89,10.41
8.11@mousehouse3.Mountaineye,-,1.41,251.26,3.75
8.11@mousehouse3.Mountaineye,-,0.45,65.59,30.00
8.11@mousehouse3.Mountaineye,-,1.06,297.97,78.71
8.11@mousehouse3.Mountaineye,-,1.20,255.98,-83.25
8.11@mousehouse3.Mountaineye,-,2.70,156.41,7.56
8.11@mousehouse3.Mountaineye,-,3.68,227.84,-19.34
8.11@mousehouse3.Mountaineye,8.12@mousehouse3.Mountaineye,10.65,213.18,-5.71
8.12@mousehouse3.Mountaineye,-,1.26,123.34,4.02
8.12@mousehouse3.Mountaineye,-,0.57,289.92,-37.90
8.12@mousehouse3.Mountaineye,-,0.72,212.48,-75.47
8.12@mousehouse3.Mountaineye,-,2.17,178.45,86.88
8.12@mousehouse3.Mountaineye,-,3.61,50.07,-7.28
8.12@mousehouse3.Mountaineye,-,4.37,18.82,-0.31
8.12@mousehouse3.Mountaineye,-,3.99,218.95,3.10
8.12@mousehouse3.Mountaineye,-,0.24,218.89,3.40
8.12@mousehouse3.Mountaineye,-,0.25,218.93,3.26
8.12@mousehouse3.Mountaineye,8.13@mousehouse3.Mountaineye,4.11,218.95,3.32
8.13@mousehouse3.Mountaineye,-,1.18,308.63,-5.48
8.13@mousehouse3.Mountaineye,-,0.96,147.26,-55.95
8.13@mousehouse3.Mountaineye,-,0.80,212.26,-84.52
8.13@mousehouse3.Mountaineye,-,1.72,275.87,78.07
8.13@mousehouse3.Mountaineye,-,2.23,32.76,5.04
8.13@mousehouse3.Mountaineye,-,3.38,59.81,1.67
8.13@mousehouse3.Mountaineye,-,2.67,247.62,2.19
8.13@mousehouse3.Mountaineye,-,2.52,213.64,-5.77
8.13@mousehouse3.Mountaineye,8.14@mousehouse3.Mountaineye,6.02,224.74,6.78
8.14@mousehouse3.Mountaineye,-,1.59,104.37,-2.24
8.14@mousehouse3.Mountaineye,-,0.87,299.68,51.79
8.14@mousehouse3.Mountaineye,-,1.25,149.12,-69.52
8.14@mousehouse3.Mountaineye,-,1.11,156.00,82.57
8.14@mousehouse3.Mountaineye,-,2.84,207.48,16.41
8.14@mousehouse3.Mountaineye,-,3.12,166.34,9.55
8.14@mousehouse3.Mountaineye,-,2.36,120.17,-0.63
8.14@mousehouse3.Mountaineye,-,2.27,63.76,1.69
8.14@mousehouse3.Mountaineye,-,2.10,16.94,12.49
8.14@mousehouse3.Mountaineye,-,4.66,142.23,1.70
8.14@mousehouse3.Mountaineye,8.15@mousehouse3.Mountaineye,10.26,122.82,2.80
8.15@mousehouse3.Mountaineye,-,2.07,1.62,2.97
8.15@mousehouse3.Mountaineye,-,1.23,175.52,36.05
8.15@mousehouse3.Mountaineye,-,4.39,310.63,-1.97
8.15@mousehouse3.Mountaineye,-,3.33,280.93,-2.49
8.15@mousehouse3.Mountaineye,-,0.88,271.95,78.76
8.15@mousehouse3.Mountaineye,-,1.74,328.07,-41.31
8.15@mousehouse3.Mountaineye,10.1@mousehouse3.Mountaineye,5.67,63.30,18.83
10.1@mousehouse3.Mountaineye,-,3.03,314.02,16.41
10.1@mousehouse3.Mountaineye,-,5.85,256.17,75.45
10.1@mousehouse3.Mountaineye,-,10.03,142.61,24.30
10.1@mousehouse3.Mountaineye,-,9.45,237.09,14.19
10.1@mousehouse3.Mountaineye,-,10.00,169.16,25.86
10.1@mousehouse3.Mountaineye,10.2@mousehouse3.Mountaineye,10.12,208.51,13.88
10.2@mousehouse3.Mountaineye,-,6.72,120.59,14.59
10.2@mousehouse3.Mountaineye,-,4.98,326.00,32.07
10.2@mousehouse3.Mountaineye,-,4.40,85.96,73.03
10.2@mousehouse3.Mountaineye,-,2.57,162.63,-72.21
10.2@mousehouse3.Mountaineye,-,7.87,172.98,18.68
10.2@mousehouse3.Mountaineye,-,6.00,124.63,37.10
10.2@mousehouse3.Mountaineye,-,4.95,335.61,45.74
10.2@mousehouse3.Mountaineye,-,4.09,309.49,-4.47
10.2@mousehouse3.Mountaineye,-,1.96,306.00,-30.12
10.2@mousehouse3.Mountaineye,-,3.84,125.10,-28.44
10.2@mousehouse3.Mountaineye,-,2.77,131.23,2.36
10.2@mousehouse3.Mountaineye,-,3.81,189.32,-33.07
10.2@mousehouse3.Mountaineye,10.3@mousehouse3.Mountaineye,10.46,200.76,7.98
10.3@mousehouse3.Mountaineye,-,0.97,108.93,11.77
10.3@mousehouse3.Mountaineye,-,3.13,282.02,-6.45
10.3@mousehouse3.Mountaineye,-,3.01,281.39,61.62
10.3@mousehouse3.Mountaineye,-,3.06,181.52,-85.13
10.3@mousehouse3.Mountaineye,-,10.89,241.73,4.08
10.3@mousehouse3.Mountaineye,-,5.00,205.38,6.66
10.3@mousehouse3.Mountaineye,-,8.87,346.42,6.44
10.3@mousehouse3.Mountaineye,10.4@mousehouse3.Mountaineye,14.15,218.73,1.83
10.4@mousehouse3.Mountaineye,-,4.04,124.77,4.32
10.4@mousehouse3.Mountaineye,-,2.19,131.36,83.00
10.4@mousehouse3.Mountaineye,-,2.37,292.11,3.31
10.4@mousehouse3.Mountaineye,-,0.48,110.24,-66.65
10.4@mousehouse3.Mountaineye,-,8.06,355.89,10.15
10.4@mousehouse3.Mountaineye,-,7.65,47.59,5.66
10.4@mousehouse3.Mountaineye,-,7.05,235.30,6.72
10.4@mousehouse3.Mountaineye,-,11.41,198.60,3.50
10.4@mousehouse3.Mountaineye,10.5@mousehouse3.Mountaineye,12.99,220.79,-0.10
10.5@mousehouse3.Mountaineye,-,3.40,336.63,5.71
10.5@mousehouse3.Mountaineye,-,3.74,143.44,-1.54
10.5@mousehouse3.Mountaineye,-,2.35,49.56,82.84
10.5@mousehouse3.Mountaineye,-,1.45,119.96,-33.56
10.5@mousehouse3.Mountaineye,-,4.97,189.64,1.40
10.5@mousehouse3.Mountaineye,-,8.42,215.05,3.86
10.5@mousehouse3.Mountaineye,-,5.84,260.40,7.82
10.5@mousehouse3.Mountaineye,-,4.36,275.18,14.71
10.5@mousehouse3.Mountaineye,10.6@mousehouse3.Mountaineye,10.75,240.54,-0.15
10.6@mousehouse3.Mountaineye,-,3.17,149.67,23.44
10.6@mousehouse3.Mountaineye,-,3.97,350.84,13.35
10.6@mousehouse3.Mountaineye,-,3.24,314.33,78.91
10.6@mousehouse3.Mountaineye,-,2.02,76.20,-51.01
10.6@mousehouse3.Mountaineye,-,3.60,208.31,19.17
10.6@mousehouse3.Mountaineye,-,5.32,326.58,18.56
10.6@mousehouse3.Mountaineye,10.7@mousehouse3.Mountaineye,4.28,328.42,14.80
10.7@mousehouse3.Mountaineye,-,3.45,188.06,6.64
10.7@mousehouse3.Mountaineye,-,4.90,213.36,11.32
10.7@mousehouse3.Mountaineye,-,1.32,328.17,3.40
10.7@mousehouse3.Mountaineye,-,11.44,303.23,0.63
10.7@mousehouse3.Mountaineye,-,0.39,239.11,-75.04
10.7@mousehouse3.Mountaineye,10.8@mousehouse3.Mountaineye,6.57,275.10,-0.15
10.8@mousehouse3.Mountaineye,-,5.23,68.94,-1.06
10.8@mousehouse3.Mountaineye,-,7.67,28.93,1.04
10.8@mousehouse3.Mountaineye,-,13.87,6.84,15.39
10.8@mousehouse3.Mountaineye,-,10.10,345.21,16.91
10.8@mousehouse3.Mountaineye,-,6.13,312.66,16.23
10.8@mousehouse3.Mountaineye,-,10.87,274.52,-19.45
10.8@mousehouse3.Mountaineye,-,7.82,290.34,-24.95
10.8@mousehouse3.Mountaineye,-,8.91,263.86,-16.03
10.8@mousehouse3.Mountaineye,-,9.69,250.49,7.36
10.8@mousehouse3.Mountaineye,-,2.16,247.08,-0.10
10.8@mousehouse3.Mountaineye,-,6.87,236.83,-0.72
10.8@mousehouse3.Mountaineye,10.9@mousehouse3.Mountaineye,12.95,177.49,19.77
10.9@mousehouse3.Mountaineye,-,0.63,275.17,-1.77
10.9@mousehouse3.Mountaineye,-,1.18,250.72,74.47
10.9@mousehouse3.Mountaineye,-,0.98,81.05,-10.73
10.9@mousehouse3.Mountaineye,-,1.68,269.04,-87.73
10.9@mousehouse3.Mountaineye,-,3.44,17.76,-2.42
10.9@mousehouse3.Mountaineye,-,1.51,351.22,1.22
10.9@mousehouse3.Mountaineye,-,2.21,28.32,-8.62
10.9@mousehouse3.Mountaineye,10.10@mousehouse3.Mountaineye,2.04,169.95,1.19
10.10@mousehouse3.Mountaineye,-,0.58,64.01,-9.05
10.10@mousehouse3.Mountaineye,-,1.31,115.61,77.08
10.10@mousehouse3.Mountaineye,-,1.82,87.76,-74.58
10.10@mousehouse3.Mountaineye,-,0.87,225.68,-3.43
10.10@mousehouse3.Mountaineye,-,1.74,128.13,-3.99
10.10@mousehouse3.Mountaineye,-,1.09,155.31,3.75
10.10@mousehouse3.Mountaineye,10.11@mousehouse3.Mountaineye,3.61,149.64,0.87
10.11@mousehouse3.Mountaineye,-,1.51,24.90,88.09
10.11@mousehouse3.Mountaineye,-,0.56,225.08,-0.76
10.11@mousehouse3.Mountaineye,-,1.07,171.57,-75.21
10.11@mousehouse3.Mountaineye,-,0.97,38.83,-12.57
10.11@mousehouse3.Mountaineye,10.12@mousehouse3.Mountaineye,2.32,155.58,12.54
10.12@mousehouse3.Mountaineye,-,0.65,135.86,81.68
10.12@mousehouse3.Mountaineye,-,0.78,255.65,11.11
10.12@mousehouse3.Mountaineye,-,0.79,203.62,-60.72
10.12@mousehouse3.Mountaineye,-,0.25,74.24,12.72
10.12@mousehouse3.Mountaineye,10.13@mousehouse3.Mountaineye,2.29,173.28,14.57
10.13@mousehouse3.Mountaineye,-,0.56,48.85,87.84
10.13@mousehouse3.Mountaineye,-,1.04,307.83,2.92
10.13@mousehouse3.Mountaineye,-,0.22,310.67,-83.51
10.13@mousehouse3.Mountaineye,-,0.31,21.31,8.36
10.13@mousehouse3.Mountaineye,10.14@mousehouse3.Mountaineye,2.65,239.64,-2.68
10.14@mousehouse3.Mountaineye,-,1.29,124.01,15.55
10.14@mousehouse3.Mountaineye,-,0.69,119.52,52.91
10.14@mousehouse3.Mountaineye,-,0.52,261.27,-76.49
10.14@mousehouse3.Mountaineye,-,2.47,203.74,-5.14
10.14@mousehouse3.Mountaineye,-,2.44,247.80,-6.08
10.14@mousehouse3.Mountaineye,10.15@mousehouse3.Mountaineye,3.14,227.64,-8.93
10.15@mousehouse3.Mountaineye,-,0.83,133.13,-10.76
10.15@mousehouse3.Mountaineye,-,0.85,135.14,25.43
10.15@mousehouse3.Mountaineye,-,0.68,142.41,59.53
10.15@mousehouse3.Mountaineye,-,0.40,158.67,82.06
10.15@mousehouse3.Mountaineye,-,0.70,104.19,-71.34
10.15@mousehouse3.Mountaineye,-,0.96,130.07,-42.61
10.15@mousehouse3.Mountaineye,-,1.47,191.42,2.39
10.15@mousehouse3.Mountaineye,10.16@mousehouse3.Mountaineye,4.15,221.17,-4.32
10.16@mousehouse3.Mountaineye,-,1.15,321.35,-0.44
10.16@mousehouse3.Mountaineye,-,0.73,338.05,69.14
10.16@mousehouse3.Mountaineye,-,0.17,136.65,22.73
10.16@mousehouse3.Mountaineye,-,1.24,352.63,-86.04
10.16@mousehouse3.Mountaineye,-,2.69,246.05,20.42
10.16@mousehouse3.Mountaineye,-,0.32,21.31,-9.79
10.16@mousehouse3.Mountaineye,-,1.31,48.26,-3.73
10.16@mousehouse3.Mountaineye,-,1.28,357.16,-1.20
10.8@mousehouse3.Mountaineye,11.0@mousehouse3.Mountaineye,0.00,354.75,0.00
11.0@mousehouse3.Mountaineye,11.1@mousehouse3.Mountaineye,13.25,237.93,9.86
11.1@mousehouse3.Mountaineye,-,3.67,170.44,-4.94
11.1@mousehouse3.Mountaineye,-,2.90,348.48,4.83
11.1@mousehouse3.Mountaineye,-,5.42,100.34,0.62
11.1@mousehouse3.Mountaineye,-,10.22,96.09,2.08
11.1@mousehouse3.Mountaineye,-,1.12,70.54,-70.42
11.1@mousehouse3.Mountaineye,-,6.86,233.96,-3.80
11.1@mousehouse3.Mountaineye,-,6.65,281.41,-4.65
11.1@mousehouse3.Mountaineye,-,12.52,255.62,-2.98
11.1@mousehouse3.Mountaineye,-,2.73,39.07,-26.26
11.1@mousehouse3.Mountaineye,-,3.79,53.81,-18.65
11.1@mousehouse3.Mountaineye,11.2@mousehouse3.Mountaineye,12.20,270.63,-5.02
11.2@mousehouse3.Mountaineye,-,2.92,195.61,15.29
11.2@mousehouse3.Mountaineye,-,4.58,246.32,9.16
11.2@mousehouse3.Mountaineye,-,1.95,287.12,14.41
11.2@mousehouse3.Mountaineye,-,3.04,3.71,23.24
11.2@mousehouse3.Mountaineye,-,3.29,49.54,14.93
11.2@mousehouse3.Mountaineye,-,1.66,49.25,77.40
11.2@mousehouse3.Mountaineye,-,0.42,258.30,-85.05
11.2@mousehouse3.Mountaineye,-,3.80,234.32,7.48
11.2@mousehouse3.Mountaineye,-,1.86,237.34,54.61
11.2@mousehouse3.Mountaineye,-,1.64,317.33,87.79
11.2@mousehouse3.Mountaineye,-,3.00,37.33,49.26
11.2@mousehouse3.Mountaineye,-,6.93,38.72,15.67
11.2@mousehouse3.Mountaineye,-,2.29,49.28,4.76
10.8@mousehouse3.Mountaineye,12.0@mousehouse3.Mountaineye,0.00,354.75,0.00
12.0@mousehouse3.Mountaineye,12.1@mousehouse3.Mountaineye,15.59,356.63,16.02
12.1@mousehouse3.Mountaineye,-,2.56,102.37,7.00
12.1@mousehouse3.Mountaineye,-,2.96,251.21,10.83
12.1@mousehouse3.Mountaineye,-,1.58,231.75,82.02
12.1@mousehouse3.Mountaineye,-,3.36,155.75,-41.19
12.1@mousehouse3.Mountaineye,-,5.52,164.05,-22.12
12.1@mousehouse3.Mountaineye,-,6.07,179.10,-20.94
12.1@mousehouse3.Mountaineye,-,4.67,36.31,10.89
12.1@mousehouse3.Mountaineye,-,4.37,326.98,15.37
12.1@mousehouse3.Mountaineye,12.2@mousehouse3.Mountaineye,4.91,350.99,7.48
12.2@mousehouse3.Mountaineye,-,2.61,78.10,19.06
12.2@mousehouse3.Mountaineye,-,1.55,315.59,26.00
12.2@mousehouse3.Mountaineye,-,1.19,41.97,73.03
12.2@mousehouse3.Mountaineye,-,6.58,6.58,-7.06
12.2@mousehouse3.Mountaineye,12.3@mousehouse3.Mountaineye,4.72,53.76,-17.16
12.3@mousehouse3.Mountaineye,-,5.24,279.95,-4.22
12.3@mousehouse3.Mountaineye,-,5.30,315.59,-21.24
12.3@mousehouse3.Mountaineye,-,5.63,296.28,-19.55
12.3@mousehouse3.Mountaineye,-,1.66,301.41,-77.73
12.3@mousehouse3.Mountaineye,-,2.75,280.59,60.01
12.3@mousehouse3.Mountaineye,12.4@mousehouse3.Mountaineye,5.53,333.92,-2.67
12.4@mousehouse3.Mountaineye,-,1.87,222.08,-81.47
12.4@mousehouse3.Mountaineye,-,3.29,153.49,77.35
12.4@mousehouse3.Mountaineye,-,2.09,116.52,-9.09
12.4@mousehouse3.Mountaineye,-,5.11,184.99,-3.88
12.4@mousehouse3.Mountaineye,-,2.64,69.07,1.57
12.4@mousehouse3.Mountaineye,-,1.84,14.79,1.77
12.4@mousehouse3.Mountaineye,12.5@mousehouse3.Mountaineye,4.21,22.12,8.32
12.5@mousehouse3.Mountaineye,-,1.20,251.13,-7.60
12.5@mousehouse3.Mountaineye,-,2.43,253.55,72.26
12.5@mousehouse3.Mountaineye,-,1.87,249.19,-76.41
12.5@mousehouse3.Mountaineye,-,0.52,76.74,-5.07
12.5@mousehouse3.Mountaineye,-,1.92,309.19,0.86
12.5@mousehouse3.Mountaineye,-,3.80,349.49,-6.73
12.5@mousehouse3.Mountaineye,12.6@mousehouse3.Mountaineye,17.58,329.38,0.14
12.6@mousehouse3.Mountaineye,-,0.30,296.62,-2.96
12.6@mousehouse3.Mountaineye,-,2.65,104.33,-4.10
12.6@mousehouse3.Mountaineye,-,2.42,113.36,33.22
12.6@mousehouse3.Mountaineye,-,2.69,111.02,71.17
12.6@mousehouse3.Mountaineye,-,1.82,305.92,-76.74
12.6@mousehouse3.Mountaineye,-,1.17,304.41,-63.45
12.6@mousehouse3.Mountaineye,-,8.02,184.86,-2.38
12.6@mousehouse3.Mountaineye,-,3.28,187.40,-3.91
12.6@mousehouse3.Mountaineye,-,10.38,135.28,1.84
12.6@mousehouse3.Mountaineye,-,4.46,128.35,0.83
12.6@mousehouse3.Mountaineye,-,11.63,162.31,-2.78
12.6@mousehouse3.Mountaineye,-,10.07,167.78,-2.41
12.6@mousehouse3.Mountaineye,12.7@mousehouse3.Mountaineye,3.68,45.51,5.62
12.7@mousehouse3.Mountaineye,-,1.34,278.60,-4.40
12.7@mousehouse3.Mountaineye,-,1.80,287.15,71.11
12.7@mousehouse3.Mountaineye,-,1.39,245.70,-84.92
12.7@mousehouse3.Mountaineye,-,0.50,88.55,6.44
12.7@mousehouse3.Mountaineye,-,3.27,327.41,-16.36
12.7@mousehouse3.Mountaineye,-,3.38,6.60,-16.94
12.7@mousehouse3.Mountaineye,12.8@mousehouse3.Mountaineye,7.65,347.26,5.55
12.8@mousehouse3.Mountaineye,-,3.91,65.52,-11.68
12.8@mousehouse3.Mountaineye,-,1.01,14.96,1.94
12.8@mousehouse3.Mountaineye,-,1.85,268.16,20.03
12.8@mousehouse3.Mountaineye,-,2.39,223.24,5.61
12.8@mousehouse3.Mountaineye,-,1.50,39.80,76.46
12.8@mousehouse3.Mountaineye,-,0.70,96.21,-60.23
12.6@mousehouse3.Mountaineye,13.0@mousehouse3.Mountaineye,0.00,354.75,0.00
13.0@mousehouse3.Mountaineye,13.1@mousehouse3.Mountaineye,5.75,168.83,-10.00
13.1@mousehouse3.Mountaineye,-,3.08,260.78,2.32
13.1@mousehouse3.Mountaineye,-,3.39,277.65,-1.58
13.1@mousehouse3.Mountaineye,13.2@mousehouse3.Mountaineye,3.73,269.80,-4.64
13.2@mousehouse3.Mountaineye,-,0.66,35.44,-1.97
13.2@mousehouse3.Mountaineye,-,0.31,215.42,9.67
13.2@mousehouse3.Mountaineye,-,0.74,322.41,74.87
13.2@mousehouse3.Mountaineye,-,0.48,90.07,-86.16
13.2@mousehouse3.Mountaineye,-,0.98,356.28,2.75
13.2@mousehouse3.Mountaineye,-,1.80,317.28,-0.80
13.2@mousehouse3.Mountaineye,13.3@mousehouse3.Mountaineye,2.59,328.43,-3.48
13.3@mousehouse3.Mountaineye,13.4@mousehouse3.Mountaineye,2.00,230.95,-7.94
13.4@mousehouse3.Mountaineye,-,0.62,105.35,-3.11
13.4@mousehouse3.Mountaineye,-,0.18,136.91,80.76
13.4@mousehouse3.Mountaineye,-,0.33,148.59,-83.89
13.4@mousehouse3.Mountaineye,13.5@mousehouse3.Mountaineye,2.00,182.59,-2.40
13.5@mousehouse3.Mountaineye,-,0.45,117.95,-3.75
13.5@mousehouse3.Mountaineye,-,0.69,312.58,9.17
13.5@mousehouse3.Mountaineye,-,0.16,206.30,88.90
13.5@mousehouse3.Mountaineye,-,0.27,120.22,-77.79
13.5@mousehouse3.Mountaineye,13.6@mousehouse3.Mountaineye,2.30,239.02,-3.89
13.6@mousehouse3.Mountaineye,-,0.83,118.89,2.27
13.6@mousehouse3.Mountaineye,-,0.23,288.95,7.29
13.6@mousehouse3.Mountaineye,-,0.28,224.32,-84.98
13.6@mousehouse3.Mountaineye,-,0.17,192.68,82.53
13.6@mousehouse3.Mountaineye,13.7@mousehouse3.Mountaineye,1.27,212.25,-0.33
13.7@mousehouse3.Mountaineye,-,0.54,358.89,13.38
13.7@mousehouse3.Mountaineye,-,0.23,297.47,77.82
13.7@mousehouse3.Mountaineye,-,0.28,179.88,-88.96
13.7@mousehouse3.Mountaineye,13.8@mousehouse3.Mountaineye,0.71,305.62,-0.20
13.8@mousehouse3.Mountaineye,-,0.36,155.97,-6.92
13.8@mousehouse3.Mountaineye,-,0.77,163.48,-8.34
13.8@mousehouse3.Mountaineye,-,0.22,237.71,80.28
13.8@mousehouse3.Mountaineye,-,0.30,223.99,-71.38
13.8@mousehouse3.Mountaineye,13.9@mousehouse3.Mountaineye,1.37,219.38,-2.64
13.9@mousehouse3.Mountaineye,-,1.10,320.92,-15.61
13.9@mousehouse3.Mountaineye,-,1.03,325.69,-10.80
13.9@mousehouse3.Mountaineye,-,0.20,225.90,76.50
13.9@mousehouse3.Mountaineye,-,0.36,122.58,-84.92
13.9@mousehouse3.Mountaineye,13.10@mousehouse3.Mountaineye,2.79,257.42,-0.62
13.10@mousehouse3.Mountaineye,-,0.57,142.40,-2.05
13.10@mousehouse3.Mountaineye,-,0.38,162.57,85.15
13.10@mousehouse3.Mountaineye,-,0.40,183.78,-83.79
13.10@mousehouse3.Mountaineye,13.11@mousehouse3.Mountaineye,3.71,175.59,0.16
13.11@mousehouse3.Mountaineye,-,0.65,304.64,-4.46
13.11@mousehouse3.Mountaineye,-,0.31,251.34,63.85
13.11@mousehouse3.Mountaineye,-,0.67,173.93,-79.85
13.11@mousehouse3.Mountaineye,13.12@mousehouse3.Mountaineye,3.81,255.41,2.23
13.12@mousehouse3.Mountaineye,-,0.50,137.37,-0.16
13.12@mousehouse3.Mountaineye,-,0.46,196.25,72.46
13.12@mousehouse3.Mountaineye,-,0.59,336.99,-86.51
13.12@mousehouse3.Mountaineye,13.13@mousehouse3.Mountaineye,1.27,216.60,10.55
13.13@mousehouse3.Mountaineye,-,0.44,350.89,-0.30
13.13@mousehouse3.Mountaineye,-,0.77,309.76,79.09
13.13@mousehouse3.Mountaineye,-,1.04,319.47,-85.35
13.13@mousehouse3.Mountaineye,13.14@mousehouse3.Mountaineye,1.68,308.35,22.24
13.14@mousehouse3.Mountaineye,-,5.84,152.62,78.04
13.14@mousehouse3.Mountaineye,-,0.20,22.11,2.74
13.14@mousehouse3.Mountaineye,-,0.63,214.25,-0.28
13.14@mousehouse3.Mountaineye,-,1.46,288.90,-80.98
13.14@mousehouse3.Mountaineye,13.15@mousehouse3.Mountaineye,2.98,258.35,6.10
13.15@mousehouse3.Mountaineye,-,0.75,349.82,-3.58
13.15@mousehouse3.Mountaineye,-,2.13,134.25,77.19
13.15@mousehouse3.Mountaineye,-,1.01,353.52,-84.97
13.15@mousehouse3.Mountaineye,-,1.82,77.27,-10.08
13.15@mousehouse3.Mountaineye,-,1.39,264.74,2.71
13.15@mousehouse3.Mountaineye,-,1.36,290.45,-1.76
13.15@mousehouse3.Mountaineye,13.16@mousehouse3.Mountaineye,2.26,301.96,-24.59
13.16@mousehouse3.Mountaineye,13.17@mousehouse3.Mountaineye,3.00,306.35,6.20
13.17@mousehouse3.Mountaineye,-,2.52,129.07,-9.74
13.17@mousehouse3.Mountaineye,-,1.93,107.59,-11.00
13.17@mousehouse3.Mountaineye,-,1.80,256.69,-4.61
13.17@mousehouse3.Mountaineye,-,0.44,230.15,50.69
13.17@mousehouse3.Mountaineye,-,0.79,271.69,-80.67
13.17@mousehouse3.Mountaineye,13.18@mousehouse3.Mountaineye,0.85,306.13,-17.84
13.18@mousehouse3.Mountaineye,-,0.31,59.02,-4.38
13.18@mousehouse3.Mountaineye,-,0.25,18.08,79.74
13.18@mousehouse3.Mountaineye,-,0.47,343.56,-77.26
13.18@mousehouse3.Mountaineye,13.19@mousehouse3.Mountaineye,2.94,341.82,-15.08
13.19@mousehouse3.Mountaineye,-,0.22,50.69,-5.88
13.19@mousehouse3.Mountaineye,-,0.94,254.16,-7.82
13.19@mousehouse3.Mountaineye,-,1.14,289.07,58.91
13.19@mousehouse3.Mountaineye,-,1.67,120.86,-74.62
13.19@mousehouse3.Mountaineye,-,0.80,116.70,-17.09
13.19@mousehouse3.Mountaineye,-,1.07,40.31,-55.50
13.19@mousehouse3.Mountaineye,-,1.53,140.65,0.62
13.19@mousehouse3.Mountaineye,-,2.51,156.52,9.97
13.19@mousehouse3.Mountaineye,-,1.71,185.49,13.96
13.19@mousehouse3.Mountaineye,13.20@mousehouse3.Mountaineye,5.88,310.91,6.25
13.20@mousehouse3.Mountaineye,-,0.71,19.66,-5.27
13.20@mousehouse3.Mountaineye,-,1.33,130.60,67.08
13.20@mousehouse3.Mountaineye,-,1.42,273.65,-85.08
13.20@mousehouse3.Mountaineye,-,1.43,154.46,-6.81
13.20@mousehouse3.Mountaineye,-,3.29,139.05,-6.37
13.20@mousehouse3.Mountaineye,-,1.78,127.55,-3.51
13.20@mousehouse3.Mountaineye,-,0.91,111.34,-3.64
13.20@mousehouse3.Mountaineye,13.21@mousehouse3.Mountaineye,1.37,321.77,19.27
13.21@mousehouse3.Mountaineye,-,0.86,64.82,1.77
13.21@mousehouse3.Mountaineye,-,0.51,237.49,2.53
13.21@mousehouse3.Mountaineye,-,5.32,132.78,86.79
13.21@mousehouse3.Mountaineye,-,0.86,72.26,-76.51
13.21@mousehouse3.Mountaineye,-,0.72,328.19,4.33
13.21@mousehouse3.Mountaineye,-,1.73,349.03,1.90
13.21@mousehouse3.Mountaineye,-,2.29,4.47,2.83
13.21@mousehouse3.Mountaineye,-,0.65,22.45,13.79
13.21@mousehouse3.Mountaineye,13.22@mousehouse3.Mountaineye,2.22,2.60,0.47
13.22@mousehouse3.Mountaineye,-,0.73,130.38,9.40
13.22@mousehouse3.Mountaineye,-,1.59,96.95,72.09
13.22@mousehouse3.Mountaineye,-,0.95,104.71,-85.17
13.22@mousehouse3.Mountaineye,-,1.45,105.57,-7.31
13.22@mousehouse3.Mountaineye,-,1.39,79.51,7.91
13.22@mousehouse3.Mountaineye,-,1.83,46.13,8.99
